ph,Hardness,Conductivity,Trihalomethanes,Turbidity,date
7.694264582,184.8363006,439.6330269,64.97557392,5.707192759,2015-01-24 00:00:00
8.581428694,186.6016211,384.3056983,66.69397284,3.388448222,2015-01-25 00:00:00
9.888941401,220.638823,460.8124249,59.60280779,3.75016351,2015-01-26 00:00:00
3.426450368,154.7117245,437.3771806,56.49007685,5.97805394,2015-01-27 00:00:00
8.370440489,231.4425533,422.2938193,67.50300435,3.21063541,2015-01-28 00:00:00
,204.852187,365.6875204,76.30637565,4.26852452,2015-01-29 00:00:00
8.390500572,215.295518,443.4455903,46.36821941,4.150359337,2015-01-30 00:00:00
7.58194468,193.2864626,414.8109854,92.60908364,4.833345774,2015-01-31 00:00:00
9.850054687,208.740232,462.4801989,50.88600603,4.521836127,2015-02-01 00:00:00
5.225683807,185.050444,394.6348677,89.05258819,3.695746982,2015-02-02 00:00:00
9.663653196,233.487268,326.777803,62.45537307,4.741944305,2015-02-03 00:00:00
,158.7629592,354.8470533,85.3380533,5.010163393,2015-02-04 00:00:00
7.935607325,207.0168521,358.8490033,63.77183269,3.619650737,2015-02-05 00:00:00
8.92814208,197.6485302,317.5326799,73.01113197,4.111101546,2015-02-06 00:00:00
6.920342899,207.8213631,481.9558771,78.29502214,3.266213475,2015-02-07 00:00:00
10.53809844,200.1398287,340.8088228,72.73063948,3.823092676,2015-02-08 00:00:00
5.729302912,162.8575851,297.6313652,76.74467672,3.556394812,2015-02-09 00:00:00
5.335688809,178.6401187,465.0727958,65.32653149,3.921976381,2015-02-10 00:00:00
,177.1740208,484.1729533,61.56947695,3.261591731,2015-02-11 00:00:00
6.769834881,177.173258,389.5162861,64.86860788,3.655789569,2015-02-12 00:00:00
6.848329601,195.4514824,404.2048592,75.3927951,3.732202018,2015-02-13 00:00:00
,231.1598241,392.5169018,80.95645792,3.30829418,2015-02-14 00:00:00
,205.0887889,409.5018417,61.48610514,4.599572634,2015-02-15 00:00:00
,155.8643817,421.3437362,52.64059396,4.930189986,2015-02-16 00:00:00
8.589202344,233.7279746,258.880209,41.9304389,4.041445671,2015-02-17 00:00:00
8.473649323,182.9971987,414.3080549,56.73518664,3.487816307,2015-02-18 00:00:00
7.591346094,199.2553218,416.4456175,48.27120968,4.515150114,2015-02-19 00:00:00
8.137767883,203.8618673,470.8362645,30.7084213,5.003825786,2015-02-20 00:00:00
5.35256598,150.4952143,422.4225087,78.37484518,4.779187009,2015-02-21 00:00:00
7.998090254,241.0002765,428.8823659,39.84237909,2.626546784,2015-02-22 00:00:00
11.89807803,228.1326732,500.1692103,63.52946012,3.024968487,2015-02-23 00:00:00
7.442536475,180.8590906,564.7934853,57.7575536,2.191138422,2015-02-24 00:00:00
5.140800528,209.3585612,378.8971896,86.73722286,4.192257449,2015-02-25 00:00:00
,242.4134292,351.9973602,69.90949068,4.626701023,2015-02-26 00:00:00
6.947915534,219.5943849,453.1519381,61.15029929,3.685079273,2015-02-27 00:00:00
9.622105987,182.9097278,573.3304971,45.90678242,3.975571849,2015-02-28 00:00:00
5.361211666,171.315543,490.658747,33.1196126,1.81252894,2015-03-01 00:00:00
4.909518983,186.1907032,460.5667219,89.83020929,3.785506644,2015-03-02 00:00:00
6.376408434,182.1210382,350.2363264,66.22567378,5.404045773,2015-03-03 00:00:00
3.94012546,163.1716531,487.9851851,63.61240285,3.478004808,2015-03-04 00:00:00
6.916825973,210.8604386,392.3635858,77.07978001,4.598622246,2015-03-05 00:00:00
9.146557556,226.0934249,459.5690214,80.57114619,3.210881939,2015-03-06 00:00:00
10.26841472,225.0742181,353.6309129,64.01294427,5.199864588,2015-03-07 00:00:00
8.787667941,232.4626372,415.6248817,,3.489945595,2015-03-08 00:00:00
7.36876853,213.1970192,496.270851,94.8377427,3.813881276,2015-03-09 00:00:00
9.352719753,207.4651604,420.5945919,,3.398264165,2015-03-10 00:00:00
9.393148442,215.0513646,447.0744599,54.42696837,4.665681059,2015-03-11 00:00:00
7.296572875,197.6469506,353.0629066,82.53617278,4.679168643,2015-03-12 00:00:00
8.900864697,211.3068119,333.7753271,68.33316991,4.51875067,2015-03-13 00:00:00
8.107244313,228.1718587,369.9031987,101.3515254,4.688271256,2015-03-14 00:00:00
7.804368874,216.6738691,468.2125374,62.8606268,4.075556975,2015-03-15 00:00:00
4.666148131,171.2887001,501.9028641,56.91025406,4.556863752,2015-03-16 00:00:00
10.90507641,207.0048366,575.3090369,80.74984922,3.720264379,2015-03-17 00:00:00
4.739548767,162.2468857,437.2175902,65.09129142,2.942348225,2015-03-18 00:00:00
9.869231935,223.7726613,356.1819159,84.01358459,4.736849577,2015-03-19 00:00:00
,182.5822278,383.4909539,76.63479825,4.32920405,2015-03-20 00:00:00
5.827541212,191.0049304,370.3572882,48.65810862,3.179128741,2015-03-21 00:00:00
0.989912213,133.2169416,322.2911912,43.57846551,5.160603788,2015-03-22 00:00:00
,235.2405873,319.8429301,80.54035147,3.900508521,2015-03-23 00:00:00
9.485832873,218.7382355,429.6222122,64.8260282,3.221129819,2015-03-24 00:00:00
6.435722717,214.7246693,508.345207,71.42858985,4.925339107,2015-03-25 00:00:00
6.365497241,205.0565358,371.579634,74.31259212,5.125416576,2015-03-26 00:00:00
,202.4751623,414.6176551,59.52166408,5.266367539,2015-03-27 00:00:00
5.452214926,199.2284675,469.1319513,95.30623862,5.19053381,2015-03-28 00:00:00
,215.9665791,364.7010954,76.53880284,5.076362464,2015-03-29 00:00:00
5.433466239,177.8283023,490.2846741,58.41669861,2.871196031,2015-03-30 00:00:00
7.374775414,217.6986438,358.9832544,93.78437986,3.592264728,2015-03-31 00:00:00
,175.7085533,379.2906459,50.59076525,2.951395753,2015-04-01 00:00:00
5.226941884,177.3196034,328.3874298,62.07590199,2.259550289,2015-04-02 00:00:00
4.594209164,185.6328581,380.7232523,74.57691444,4.917909887,2015-04-03 00:00:00
6.784133024,212.4423382,328.0335757,89.57703603,5.035822844,2015-04-04 00:00:00
6.400256164,172.2990001,435.4056098,58.36599451,4.561493819,2015-04-05 00:00:00
6.839415898,166.8669704,460.7659944,73.46513313,2.854526552,2015-04-06 00:00:00
6.901863449,164.7234862,468.4163498,65.69487776,4.047907292,2015-04-07 00:00:00
,191.5548152,349.954534,76.76779656,5.260301115,2015-04-08 00:00:00
7.888843574,228.4883938,423.6627075,56.42021031,3.630523985,2015-04-09 00:00:00
5.527633483,218.5189231,412.8676105,44.32864139,4.59113705,2015-04-10 00:00:00
6.492403122,234.914512,442.1042076,65.63675858,4.383394692,2015-04-11 00:00:00
6.684699737,193.8409311,498.0639962,66.65935223,4.030659831,2015-04-12 00:00:00
,196.3346728,428.7706104,73.44593376,5.034682957,2015-04-13 00:00:00
6.223677775,238.0842107,474.6653317,80.77427549,3.919575057,2015-04-14 00:00:00
4.758648347,203.5378325,288.9124568,85.9166662,4.405508764,2015-04-15 00:00:00
7.440825031,183.3627126,452.9952928,80.53706529,2.496342612,2015-04-16 00:00:00
8.054885744,200.943484,446.7484416,71.20203815,3.514097775,2015-04-17 00:00:00
7.061830972,215.946322,431.4246894,64.02559032,4.299018587,2015-04-18 00:00:00
,214.7378307,319.4230515,92.69393564,5.00587853,2015-04-19 00:00:00
7.611609817,222.2522695,505.2654826,68.39541321,2.87326121,2015-04-20 00:00:00
4.691438315,200.8894064,516.8516225,85.02622691,2.730792274,2015-04-21 00:00:00
8.064170137,209.8393334,338.8481579,106.243066,3.246077223,2015-04-22 00:00:00
4.292966858,212.8086454,382.922363,39.77551322,2.804923583,2015-04-23 00:00:00
7.865756954,184.9129171,505.9128645,88.04898896,3.738618343,2015-04-24 00:00:00
9.085637102,238.221968,381.3465821,98.49081929,2.544020276,2015-04-25 00:00:00
6.592442508,242.4804727,440.6011346,70.92987947,3.060827354,2015-04-26 00:00:00
7.032818726,168.8223953,521.7808842,58.87676573,3.633373289,2015-04-27 00:00:00
8.990317234,195.8090284,551.5403898,75.90786933,4.494544339,2015-04-28 00:00:00
8.561218924,205.3668311,347.8409649,68.08986547,2.813888599,2015-04-29 00:00:00
6.739157692,156.4827594,425.2888367,70.36704882,5.214484016,2015-04-30 00:00:00
,209.4268373,567.6041514,40.140152,4.23825298,2015-05-01 00:00:00
6.492627157,213.0653848,313.254743,70.82910987,3.378778493,2015-05-02 00:00:00
6.753128353,191.9829945,389.7424621,92.21961523,5.102516757,2015-05-03 00:00:00
5.039373609,142.860598,386.8030566,52.29711325,4.957419783,2015-05-04 00:00:00
8.296344056,198.1970512,294.3251422,44.06162518,5.400810789,2015-05-05 00:00:00
5.455599352,152.3867347,343.4175878,41.10986937,4.476348715,2015-05-06 00:00:00
7.918183321,224.1520045,421.8900828,72.72786842,4.764193594,2015-05-07 00:00:00
5.01804587,194.6681671,313.4779593,85.68527247,5.035153707,2015-05-08 00:00:00
6.495435285,252.0109026,330.0450518,80.56107733,3.39047054,2015-05-09 00:00:00
,203.0502439,445.7007612,53.27015158,4.456104061,2015-05-10 00:00:00
8.783167624,218.0328398,389.0216156,47.10098207,4.274136884,2015-05-11 00:00:00
,184.7506979,381.5016036,62.01482209,3.403269587,2015-05-12 00:00:00
8.159666704,215.6482163,459.5411588,60.3737223,2.957194849,2015-05-13 00:00:00
7.685396843,230.3357076,492.8503914,74.06865816,4.179187128,2015-05-14 00:00:00
7.762020745,173.636742,520.6407738,87.4815046,3.256301329,2015-05-15 00:00:00
7.207931097,204.0103465,437.5120421,31.39045029,4.705561884,2015-05-16 00:00:00
6.9870415,169.7271158,425.670964,48.88219843,4.475161103,2015-05-17 00:00:00
4.692196563,221.5477734,406.551667,60.00314768,4.009006062,2015-05-18 00:00:00
,219.7257126,396.8056521,71.62549657,3.183435323,2015-05-19 00:00:00
4.059431468,200.3830795,414.157826,,4.330321564,2015-05-20 00:00:00
8.389945659,213.6656848,471.3698805,70.82951341,3.569717312,2015-05-21 00:00:00
10.69553249,220.4510783,414.2560865,58.73593289,4.154845328,2015-05-22 00:00:00
6.791696907,175.8943459,427.2397403,55.25391163,2.817391374,2015-05-23 00:00:00
9.953952112,232.9490019,339.8830287,82.44900208,4.052905069,2015-05-24 00:00:00
,218.9864062,386.3452475,57.32811606,3.837256627,2015-05-25 00:00:00
4.489783796,188.2519391,518.5852526,65.18275873,3.776225631,2015-05-26 00:00:00
8.020869103,175.8736762,428.6609649,72.30521867,3.442121236,2015-05-27 00:00:00
5.090035332,174.2663575,526.3610816,48.5462575,4.83886228,2015-05-28 00:00:00
6.466874709,214.3372704,304.9563717,,3.408168792,2015-05-29 00:00:00
6.702496216,208.5537845,361.9477582,53.87973715,4.267952934,2015-05-30 00:00:00
5.766204134,179.5726525,536.2686727,90.0067655,4.47201817,2015-05-31 00:00:00
6.571099217,207.741025,497.9023198,75.4167102,4.555949236,2015-06-01 00:00:00
8.509220049,200.3043481,585.2226284,63.82756869,2.519891581,2015-06-02 00:00:00
5.953981878,186.4570837,416.0909979,68.90775427,4.071916487,2015-06-03 00:00:00
5.403196492,185.6435227,587.3786921,63.39749985,3.871463111,2015-06-04 00:00:00
5.596929951,162.7246723,535.3395605,54.96631665,3.506764606,2015-06-05 00:00:00
10.63290961,198.3780118,522.0278703,71.77601755,3.722454851,2015-06-06 00:00:00
4.916819229,162.4567843,541.7723151,,3.836703239,2015-06-07 00:00:00
7.183095932,200.368159,617.5409065,71.5368343,3.806539439,2015-06-08 00:00:00
5.923441415,167.6586022,471.8575107,53.32181233,4.10736363,2015-06-09 00:00:00
7.377036504,175.0082757,579.4618244,78.17917084,4.531658688,2015-06-10 00:00:00
7.833495881,220.9574326,462.1424242,57.03352177,5.580829963,2015-06-11 00:00:00
4.745764371,186.3031371,296.9641017,48.45137454,3.699146259,2015-06-12 00:00:00
9.055825785,196.4758989,342.3594105,84.2792184,5.45691283,2015-06-13 00:00:00
5.492155983,176.2714037,500.9387879,59.39678681,3.294129366,2015-06-14 00:00:00
4.487517479,199.0514027,390.5669453,75.66878452,2.765722248,2015-06-15 00:00:00
7.027185659,185.3207014,326.2690802,52.71658854,5.35304334,2015-06-16 00:00:00
10.20064451,182.0806013,291.6002828,50.56737213,5.174719759,2015-06-17 00:00:00
6.784279329,140.3667086,374.18184,97.08705976,4.045547056,2015-06-18 00:00:00
8.080415244,166.8917001,600.937203,55.58614173,4.070824292,2015-06-19 00:00:00
,191.348259,423.9783892,65.79168659,4.167336457,2015-06-20 00:00:00
7.344975869,182.3069422,360.1844731,73.48898065,3.418763195,2015-06-21 00:00:00
5.923739955,200.5612126,399.9483325,63.4634088,3.884460371,2015-06-22 00:00:00
8.285395275,196.5520678,388.941163,73.18701323,5.438487907,2015-06-23 00:00:00
5.949518764,160.4426313,451.0127884,62.36823392,4.072197622,2015-06-24 00:00:00
,192.2021681,474.7817344,50.80782512,2.998335472,2015-06-25 00:00:00
,215.9971166,558.108549,81.76977525,2.934137001,2015-06-26 00:00:00
5.296578804,220.0808324,393.3886033,58.80146948,3.918469801,2015-06-27 00:00:00
10.28206797,198.5463635,568.0789802,28.77061884,4.572923004,2015-06-28 00:00:00
7.016836113,167.3621871,471.4843946,45.00201442,4.101397991,2015-06-29 00:00:00
6.871607245,197.5170934,379.5077385,65.69423039,4.180389312,2015-06-30 00:00:00
,214.1723298,498.8039169,37.61648538,5.504749397,2015-07-01 00:00:00
8.274069059,195.8033305,369.1983343,,2.575423028,2015-07-02 00:00:00
8.238878989,198.2134051,401.0637637,81.19771043,2.784712797,2015-07-03 00:00:00
5.791154373,190.4316792,544.8574806,84.38819143,4.104834817,2015-07-04 00:00:00
6.153368957,237.1398278,485.0984831,58.10825856,4.030337485,2015-07-05 00:00:00
7.303051906,196.9528752,451.605924,71.71077868,4.14486994,2015-07-06 00:00:00
7.5926723,177.0808395,355.2844423,42.11525693,3.341426728,2015-07-07 00:00:00
6.784116115,189.6083467,480.308581,76.62148876,4.072186608,2015-07-08 00:00:00
5.606856131,211.5130972,446.3864036,52.21897874,4.070966098,2015-07-09 00:00:00
,223.4431113,373.9201602,64.69669078,3.817778953,2015-07-10 00:00:00
4.922045466,197.2872066,357.4707042,61.86457965,2.291694536,2015-07-11 00:00:00
5.700784947,185.9222471,359.506553,56.46343393,3.978141279,2015-07-12 00:00:00
,215.5784642,429.350268,71.16535216,3.13400015,2015-07-13 00:00:00
10.67805626,168.6957663,327.6586444,46.67248259,4.308256961,2015-07-14 00:00:00
7.602121475,199.3531655,210.319182,62.84667263,3.698874769,2015-07-15 00:00:00
8.846281957,188.4150006,419.3955691,60.25157823,2.925037558,2015-07-16 00:00:00
6.751698586,203.4004519,381.4403882,58.29394504,3.756006672,2015-07-17 00:00:00
,148.1031295,357.7110601,72.69549914,3.619590635,2015-07-18 00:00:00
,202.0798645,399.883388,,4.43921524,2015-07-19 00:00:00
5.088213197,159.9626123,400.1553243,68.68869382,2.600618679,2015-07-20 00:00:00
6.954907217,159.7663994,482.5982702,78.7635917,3.169714976,2015-07-21 00:00:00
8.983811794,204.6485152,416.8991601,68.90294499,2.445673388,2015-07-22 00:00:00
9.519659984,204.0809451,395.6985382,44.27337877,3.994556136,2015-07-23 00:00:00
4.700392724,195.3528073,539.4646482,64.72133077,3.481943696,2015-07-24 00:00:00
10.38613293,200.8911924,336.2797071,62.15668614,4.921340625,2015-07-25 00:00:00
5.746529194,183.4717941,354.1744375,70.52597177,3.808372006,2015-07-26 00:00:00
,192.9703798,332.956298,79.26457469,4.699120987,2015-07-27 00:00:00
,248.9546551,482.8469391,69.10401166,3.941073832,2015-07-28 00:00:00
10.8112895,209.10305,393.1864462,66.03031726,4.416183694,2015-07-29 00:00:00
8.966835973,228.6913547,456.4264885,77.33013702,3.654354962,2015-07-30 00:00:00
,212.449974,269.3446352,89.81605745,2.27639196,2015-07-31 00:00:00
6.848805453,204.8127108,389.6382279,49.45204624,3.130044763,2015-08-01 00:00:00
8.861701557,200.6122986,521.7741145,69.87048424,3.579107242,2015-08-02 00:00:00
4.252985001,149.9386547,427.1137557,68.20087712,3.58830042,2015-08-03 00:00:00
6.729829904,229.4077836,521.8355248,68.2520667,4.724321913,2015-08-04 00:00:00
5.924540482,186.6200684,273.4468382,59.45669089,4.224342509,2015-08-05 00:00:00
6.783888468,193.6535806,477.8546873,,3.250022229,2015-08-06 00:00:00
7.390896679,219.3359778,553.0576632,60.59843161,4.325131645,2015-08-07 00:00:00
6.470151959,176.7363757,524.9097809,84.29970287,3.125391112,2015-08-08 00:00:00
6.93039147,190.1893878,481.7375593,70.58636048,3.699796036,2015-08-09 00:00:00
9.302441188,236.5807942,367.8975629,18.10122217,3.675985498,2015-08-10 00:00:00
7.421997644,220.3853144,463.2969139,80.26935417,3.603609581,2015-08-11 00:00:00
6.583064856,163.3616035,383.1245035,44.13646887,3.772858553,2015-08-12 00:00:00
6.204429354,211.640958,552.4627918,56.35009618,4.106807505,2015-08-13 00:00:00
9.066628054,203.3841234,496.1614524,76.41651045,4.055421251,2015-08-14 00:00:00
4.713116701,209.3420509,354.1701813,89.65078816,3.923356036,2015-08-15 00:00:00
10.58138599,213.7764386,497.1691281,83.34530447,2.966945651,2015-08-16 00:00:00
7.574261237,227.9846646,433.6795425,54.86588904,3.686758983,2015-08-17 00:00:00
6.138785152,158.422129,373.8436199,80.7310969,4.677289618,2015-08-18 00:00:00
5.276323544,186.3825903,312.0025326,71.39897598,3.883029041,2015-08-19 00:00:00
6.776879088,189.4388127,420.3573924,61.0504197,3.322065007,2015-08-20 00:00:00
7.239415921,211.8728279,494.4169099,32.74561137,4.531825295,2015-08-21 00:00:00
6.552279123,190.547678,353.0636591,,3.443385019,2015-08-22 00:00:00
8.408766231,210.7954061,555.580978,67.06182356,2.372791477,2015-08-23 00:00:00
7.986398706,202.0939398,477.6688358,43.84169191,4.814779191,2015-08-24 00:00:00
7.366915284,185.0435967,336.9568673,49.99703389,3.051316563,2015-08-25 00:00:00
6.062738419,224.8411806,385.3916191,85.35121382,4.369454697,2015-08-26 00:00:00
7.8564711,204.7834281,432.0431198,55.96161318,4.534681098,2015-08-27 00:00:00
5.15839641,189.2957887,331.5867258,61.3446637,4.645852435,2015-08-28 00:00:00
,197.5707363,406.0147939,68.96901782,3.458320001,2015-08-29 00:00:00
6.39908051,230.0279326,452.9744803,,2.620538023,2015-08-30 00:00:00
7.394255556,207.9630384,392.4966653,79.78043756,4.263192772,2015-08-31 00:00:00
4.443850856,240.1679012,533.968647,69.03652276,5.038118946,2015-09-01 00:00:00
8.247148271,175.9118303,302.200496,71.43816536,3.94196926,2015-09-02 00:00:00
4.902158989,214.6437558,375.0363685,61.59103601,3.499048523,2015-09-03 00:00:00
6.86313625,194.5866593,439.2296156,89.02719617,4.319777195,2015-09-04 00:00:00
6.66953238,190.7511649,383.245825,86.44056052,1.964863097,2015-09-05 00:00:00
7.595669984,207.1154702,452.445746,88.02036523,3.403393177,2015-09-06 00:00:00
8.163076383,183.1618528,475.2964708,49.6048424,3.287243971,2015-09-07 00:00:00
8.87027826,193.3699479,355.470925,58.80919944,4.182740665,2015-09-08 00:00:00
8.769676022,215.3687416,369.0166668,54.75521406,3.776718462,2015-09-09 00:00:00
4.737391257,215.5295107,313.513502,62.9144208,3.853388072,2015-09-10 00:00:00
7.790874862,196.4787124,471.5185364,44.54462707,3.076214341,2015-09-11 00:00:00
,238.4095981,369.2838639,91.2392992,3.241267187,2015-09-12 00:00:00
6.0873061,214.556086,344.0720282,98.68662042,3.666671803,2015-09-13 00:00:00
7.651294226,200.7170513,420.8283622,52.90885102,3.258041647,2015-09-14 00:00:00
4.771490669,200.3740756,310.9278353,63.66415534,3.936972573,2015-09-15 00:00:00
,190.6306362,509.2848688,64.1019514,3.452821864,2015-09-16 00:00:00
5.392057607,198.0171652,419.813956,80.56825165,2.978925445,2015-09-17 00:00:00
5.477283049,165.4360934,488.7745948,80.23479708,6.35743852,2015-09-18 00:00:00
6.364155674,193.5069028,432.1943573,64.57685131,4.764412042,2015-09-19 00:00:00
,226.7656465,538.6218031,,4.863377535,2015-09-20 00:00:00
8.347949483,231.2031014,527.380871,58.05286607,4.217861431,2015-09-21 00:00:00
6.615981652,194.980636,383.122057,41.33777496,4.635709127,2015-09-22 00:00:00
8.312379503,203.7445475,543.3929883,81.50868192,2.98809301,2015-09-23 00:00:00
6.836224939,166.7429616,390.8049553,87.10192478,3.666613686,2015-09-24 00:00:00
6.385470898,231.4884577,422.0677005,73.2606398,4.681716653,2015-09-25 00:00:00
6.490037175,205.5415172,479.7861954,56.98201954,2.430883294,2015-09-26 00:00:00
,236.3569746,479.0560337,46.59887075,5.284233272,2015-09-27 00:00:00
6.648849186,181.6881221,257.7041794,35.29618142,4.827527398,2015-09-28 00:00:00
,210.9797468,572.7434072,90.25245504,4.217553378,2015-09-29 00:00:00
9.323583858,212.7106698,399.7737042,74.55428506,3.006650222,2015-09-30 00:00:00
4.581968728,186.0979153,406.382378,62.32330348,4.500207625,2015-10-01 00:00:00
7.884841993,229.2426598,368.7708937,49.80432225,4.631640754,2015-10-02 00:00:00
6.168838539,238.3010478,482.6733273,79.1692811,4.435760073,2015-10-03 00:00:00
7.230845307,177.5748031,367.6899918,59.30305302,5.622018081,2015-10-04 00:00:00
,235.0045977,553.4940322,84.84773972,4.071343675,2015-10-05 00:00:00
8.693104326,184.7728094,560.9659102,71.73384511,2.898223061,2015-10-06 00:00:00
,194.8060914,286.7944316,71.90514736,3.231679693,2015-10-07 00:00:00
4.797460182,190.3151268,357.4361934,63.86306846,4.038502789,2015-10-08 00:00:00
9.319176393,199.3335654,338.44145,63.39146815,4.129230416,2015-10-09 00:00:00
7.581687577,180.7491402,617.8835131,39.21591748,4.457282487,2015-10-10 00:00:00
5.348213659,232.6685087,371.9106474,65.79702324,3.31116811,2015-10-11 00:00:00
5.487876363,179.2069831,510.6093851,58.86155798,4.223576482,2015-10-12 00:00:00
,206.577843,468.0517147,71.45044718,5.486132309,2015-10-13 00:00:00
8.315959071,221.2702228,501.6739826,75.36497409,2.760212574,2015-10-14 00:00:00
8.551077748,216.4159321,510.8950007,79.85932286,4.04637969,2015-10-15 00:00:00
6.013160966,218.8432561,444.276635,62.44323905,3.455622541,2015-10-16 00:00:00
5.744067537,173.8508816,336.0618031,65.44736154,3.171655208,2015-10-17 00:00:00
5.218989651,164.7909916,422.2238018,73.92031968,4.383942554,2015-10-18 00:00:00
,240.4297868,446.7429748,80.26837179,3.358353455,2015-10-19 00:00:00
7.458707683,207.7865734,442.3681431,43.89808751,2.938082397,2015-10-20 00:00:00
11.02787986,228.3227976,376.2319179,48.52903793,4.178897909,2015-10-21 00:00:00
6.72958019,242.1641459,440.8594348,62.17947698,4.003458052,2015-10-22 00:00:00
4.1502143,174.9267412,425.2500465,86.68363454,3.502370872,2015-10-23 00:00:00
7.159398311,171.8161053,530.5264113,79.09444035,3.254926497,2015-10-24 00:00:00
,235.4174567,446.4223567,51.70521489,3.66264816,2015-10-25 00:00:00
6.209697437,169.3185048,549.2767283,51.50550828,3.893766831,2015-10-26 00:00:00
,178.7777161,367.7586892,57.40146512,4.126407533,2015-10-27 00:00:00
9.608533594,231.3402282,328.9044942,78.56818212,3.042796944,2015-10-28 00:00:00
5.375895979,153.7128743,493.8884638,57.71299204,4.17421964,2015-10-29 00:00:00
8.69712216,166.4527742,393.5557957,75.02454461,4.180567593,2015-10-30 00:00:00
7.748928548,198.8430942,368.4028571,65.2515508,3.136945007,2015-10-31 00:00:00
7.117917746,216.1163186,331.971661,84.03285792,4.213567957,2015-11-01 00:00:00
8.31002902,212.6982764,365.4312125,70.48525056,4.775784922,2015-11-02 00:00:00
5.524296531,157.1424243,475.3422715,51.10661421,4.033391218,2015-11-03 00:00:00
10.20142576,190.799079,331.3789519,68.54744754,3.964449588,2015-11-04 00:00:00
5.368125754,190.9379793,435.6664692,107.9008419,2.004142586,2015-11-05 00:00:00
8.937802408,147.9168921,480.3202177,61.1580474,2.831234426,2015-11-06 00:00:00
8.124207826,207.5095152,431.6256772,63.9842249,4.724456578,2015-11-07 00:00:00
7.184973119,201.0792194,384.0115576,23.13661102,3.665410662,2015-11-08 00:00:00
5.499489286,230.3087747,442.1670062,,5.846826958,2015-11-09 00:00:00
,256.6734691,324.9978244,72.68768581,3.371680094,2015-11-10 00:00:00
5.319769073,204.202072,399.1190254,83.1579971,2.92573204,2015-11-11 00:00:00
6.369111631,235.3409427,357.4172848,59.28026924,2.275903461,2015-11-12 00:00:00
6.733493842,197.5626646,397.6849857,54.51072514,3.178003605,2015-11-13 00:00:00
6.883015402,210.5022172,570.4242586,70.61583215,4.102291769,2015-11-14 00:00:00
8.013516429,225.156452,382.0142489,78.76705222,4.44490059,2015-11-15 00:00:00
8.272055091,204.2253291,500.6848732,71.02274371,5.140207743,2015-11-16 00:00:00
8.746985976,148.3937237,407.3808249,72.16401932,4.763730536,2015-11-17 00:00:00
8.154840855,202.3173348,597.8700732,72.38476153,3.696327575,2015-11-18 00:00:00
9.045720545,222.1841691,558.7478629,44.55526428,4.213700444,2015-11-19 00:00:00
8.922409559,207.5207264,468.5383258,107.2823286,4.081728016,2015-11-20 00:00:00
5.961301572,182.108995,567.5261592,58.17482529,4.919585047,2015-11-21 00:00:00
,205.4389768,558.9538726,68.24220581,3.651864699,2015-11-22 00:00:00
8.184410006,166.6365538,363.2357556,56.31059225,4.5990822,2015-11-23 00:00:00
7.636454091,238.9360743,514.9640601,55.60351213,3.332906497,2015-11-24 00:00:00
7.775385593,193.0771683,301.7534765,89.05195717,3.309471716,2015-11-25 00:00:00
7.617148871,196.606942,329.0166464,60.14470242,2.391540006,2015-11-26 00:00:00
6.664934584,218.7700084,412.3085879,41.03578909,4.502138214,2015-11-27 00:00:00
,182.1618803,404.1201524,106.3717198,3.855772964,2015-11-28 00:00:00
8.815357953,208.331084,430.4068943,88.41329592,2.87588018,2015-11-29 00:00:00
7.765635562,173.1855689,355.9980259,39.55047603,3.21444964,2015-11-30 00:00:00
6.225152013,169.7411715,380.1147511,75.51905904,2.770822653,2015-12-01 00:00:00
,223.7204305,360.4684842,48.19557179,4.157927298,2015-12-02 00:00:00
8.56704382,160.217867,490.5125389,67.47622913,2.804926824,2015-12-03 00:00:00
6.994194675,216.6653186,369.4680721,59.65152321,4.398900709,2015-12-04 00:00:00
3.344588533,156.4799268,485.6311478,69.62249007,2.575141031,2015-12-05 00:00:00
,198.6549758,412.9792013,43.14199975,4.565423282,2015-12-06 00:00:00
,192.2541619,397.2628257,45.98162418,4.344804944,2015-12-07 00:00:00
7.774468469,216.7528722,288.0685777,68.86186085,3.891097334,2015-12-08 00:00:00
,172.7314328,559.6293401,51.27471187,2.959749614,2015-12-09 00:00:00
7.203438849,168.4453579,437.3708632,64.50592258,6.389161009,2015-12-10 00:00:00
6.150487601,240.8884224,354.3925259,83.23866139,3.551655811,2015-12-11 00:00:00
,225.9590923,315.750909,17.00068293,3.959293615,2015-12-12 00:00:00
6.767523658,203.7510557,334.9053758,79.86300941,3.300253498,2015-12-13 00:00:00
8.037430327,148.4153089,392.9012057,,2.506238127,2015-12-14 00:00:00
8.177174974,210.44877,455.9274999,85.93042839,3.325638986,2015-12-15 00:00:00
6.744799075,204.0843182,544.3393171,72.60807608,4.86854263,2015-12-16 00:00:00
7.603775446,214.682778,321.0690741,58.10070667,3.584985024,2015-12-17 00:00:00
8.546145555,177.8462444,413.3215995,108.849568,3.505300168,2015-12-18 00:00:00
5.432512085,231.3515758,448.8647411,65.54821586,3.874425315,2015-12-19 00:00:00
7.71408936,194.7382822,347.8292033,63.72293291,3.182582857,2015-12-20 00:00:00
8.154531511,168.0989354,419.173312,59.88736706,2.460464867,2015-12-21 00:00:00
,190.2191676,414.8891303,50.89523315,2.9770474,2015-12-22 00:00:00
7.845879929,193.7849998,510.305603,99.17559467,3.667154205,2015-12-23 00:00:00
